id,city,name,link,img,address,rating,price,Swimming pool [kids],Nightclub,Spa,Restaurants,Hot tub,Steamroom,Front desk [24-hour],Family room,Babysitting service,Garden,Bar,Kids club,Shops,Kitchen,Poolside bar,Swimming pool [outdoor],Mini golf course,Fitness center,Tennis court,Massage,Sauna,Golf course [on-site],Swimming pool [indoor],Private beach
NhaTrang48,Nha Trang,Mia Resort Nha Trang,https://www.agoda.com/mia-resort-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/295/295316/295316_17090411540055947963.jpg?s=1024x768,"Bai Dong, Cam Hai Dong, Cam Lam, Cam Hai Dong, Nha Trang, Vietnam",9.0,5186147,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
NhaTrang49,Nha Trang,Nhatrang Cozy Hotel,https://www.agoda.com/nhatrang-cozy-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=2,https://pix6.agoda.net/hotelImages/521636/-1/583277577ada380905877d7096640df2.jpg?s=1024x768,"99 Nguyen Thien Thuat Street, Loc Tho, Nha Trang, Vietnam, 650000",9.0,367100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang50,Nha Trang,Green Peace Hotel,https://www.agoda.com/green-peace-hotel_8/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=9,https://pix6.agoda.net/hotelImages/276221/-1/5b0eea0dacb4b18e706f4cec78901f74.jpg?s=1024x768,"102 Nguyen Thien Thuat Street, Tan Lap, Nha Trang, Vietnam",8.1,332468,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang51,Nha Trang,Trieu Khang Hotel,https://www.agoda.com/trieu-khang-hotel_2/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=9,https://pix6.agoda.net/hotelImages/5657838/-1/2a4b8a18e374e2251174be85c7e04ea0.jpg?s=1024x768,"70-74 Đại lộ Hùng Vương, Nghĩa An, Cam Nghĩa, Cam Ranh, Khánh Hoà, Cam Ranh, Nha Trang, Vietnam, 450000",7.9,393939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang52,Nha Trang,Golden Peak Resort & Spa,https://www.agoda.com/golden-peak-resort-spa/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix6.agoda.net/hotelImages/4865132/0/54939ea6aed2fcc337ceb21c79974426.jpg?s=1024x768,"K11, Cam Hai Dong, Cam Lam, Khanh Hoa, Vietnam., Cam Hai Dong, Nha Trang, Vietnam",6.0,1698701,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
NhaTrang53,Nha Trang,Village Hostel Nha Trang,https://www.agoda.com/village-hostel-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/494/4943198/4943198_18082309500067608399.jpg?s=1024x768,"172/19 Bach Dang Street, Tan Lap Ward, Nha Trang City, Khanh Hoa Province. ( 50 Nguyen Thi Minh Khai Alley), Tan Lap, Nha Trang, Vietnam, 650000",6.4,161673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang54,Nha Trang,Queen Hotel Tran Phu,https://www.agoda.com/queen-hotel-tran-phu/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix6.agoda.net/hotelImages/729/729963/729963_15060917490029064572.jpg?s=1024x768,"96B1/13 Tran Phu, Loc Tho, Nha Trang, Vietnam",7.5,155844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang55,Nha Trang,Maple Hotel & Apartment,https://www.agoda.com/maple-hotel-apartment/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/2537789/-1/85996e844320d6476bb035caa88fed49.jpg?s=1024x768,"04 Ton Dan Street, Loc Tho, Nha Trang, Vietnam",8.6,987013,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
NhaTrang56,Nha Trang,Seaway Hotel Nha Trang,https://www.agoda.com/seaway-hotel-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix6.agoda.net/hotelImages/1766635/-1/f2e4f302c0bb24f1e13227f018eab8b2.jpg?s=1024x768,"6/2 Tran Quang Khai Street, Loc Tho, Nha Trang, Vietnam, 650000",8.2,447446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang57,Nha Trang,Vitamin Sea Hostel 2 - Nha Trang,https://www.agoda.com/vitamin-sea-hostel-2-nha-trang/hotel/all/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=9,https://q-xx.bstatic.com/xdata/images/hotel/840x460/146454744.jpg?k=04e375b260fe1f8833c0e643875691941e9074f5167f0d41cfa1b69b4ba9b9ce&o=,"28/5 Hoang Hoa Tham, Loc Tho, Nha Trang, Vietnam",8.8,286364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang58,Nha Trang,Blue Star Hotel Nha Trang,https://www.agoda.com/blue-star-hotel-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=2,https://pix5.agoda.net/hotelImages/547914/-1/fa489d58dd0606b97c061dc37d2b92b1.jpg?s=1024x768,"1B Biet Thu Street, Loc Tho, Nha Trang, Vietnam",8.3,259740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang59,Nha Trang,Aladin Nha Trang,https://www.agoda.com/aladin-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix6.agoda.net/hotelImages/4883053/-1/3040bde28964ac6aaee8b508da04ed7d.jpg?s=1024x768,"176/6 Hung Vuong, Loc Tho, Nha Trang, Vietnam, 650000",7.8,285000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang60,Nha Trang,Joy Trip Nha Trang Hotel,https://www.agoda.com/joy-trip-nha-trang-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix6.agoda.net/hotelImages/6173134/-1/076c28e1246e8c69e6ebc8df4b9f134d.jpg?s=1024x768,"60 - 61 Pham Van Dong Street, Vinh Hoa, Nha Trang, Vietnam",8.4,662338,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
NhaTrang61,Nha Trang,Nha Trang Inn,https://www.agoda.com/nha-trang-inn/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=9,https://pix6.agoda.net/hotelImages/445/445528/445528_14042308440019164432.jpg?s=1024x768,"255 Nguyen Thien Thuat Street, Loc Tho, Nha Trang, Vietnam",8.2,230519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang63,Nha Trang,La Mer Hotel Nha Trang,https://www.agoda.com/la-mer-hotel-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=3,https://pix6.agoda.net/hotelImages/985/985078/985078_15072400220032921322.jpg?s=1024x768,"03 Pham Van Dong, Vinh Phuoc, Nha Trang, Vietnam",7.4,486000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang67,Nha Trang,Klaus Resort,https://www.agoda.com/klaus-resort/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/691/6918870/6918870_19041915570073848069.jpg?s=1024x768,"362/9 Luong Dinh Cua, Ngoc Hoi, Vinh Ngoc, Vinh Ngoc, Nha Trang, Vietnam, 650000",7.5,539394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang70,Nha Trang,Moonlight Bay hotel & apartment,https://www.agoda.com/moonlight-bay-hotel-apartment/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=1,https://pix6.agoda.net/hotelImages/4972233/-1/576b54884ee5df68c54d9693ef288a70.png?s=1024x768,"194/14 street 2 thang 4 ( Bo Ke Nam ), Xuong Huan, Nha Trang, Vietnam, 65000",8.8,371429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang73,Nha Trang,Ha Thanh Hotel,https://www.agoda.com/ha-thanh-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=9,https://pix6.agoda.net/hotelImages/522/522383/522383_17030810010051421676.jpg?s=1024x768,"31 Nguyen Thien Thuat Street, Loc Tho, Nha Trang, Vietnam",6.7,218182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang75,Nha Trang,Smile Hotel,https://www.agoda.com/smile-hotel_2/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=9,https://pix6.agoda.net/hotelImages/4138456/-1/4ab7eb3da97e81306dffb8d04da61730.jpg?s=1024x768,"45/1 Hung Vuong, Loc Tho, Loc Tho, Nha Trang, Vietnam",8.6,680260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang76,Nha Trang,iFriends Hostel,https://www.agoda.com/ifriends-hostel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/119/1194586/1194586_16081417530045470935.jpg?s=1024x768,"96A/6/7A Trần Phú, Loc Tho, Nha Trang, Vietnam, 0583",7.4,145455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang81,Nha Trang,Vitamin Sea Hostel - Nha Trang,https://www.agoda.com/vitamin-sea-hostel-nha-trang/hotel/all/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=1,https://q-xx.bstatic.com/xdata/images/hotel/840x460/112844721.jpg?k=958a15d12b702d779f600184328858094ae32f9ef3308931c317557102d549d6&o=,"39 Yet Kieu, Van Thang, Van Thang, Nha Trang, Vietnam",8.9,242424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang83,Nha Trang,iBeach Centre Hotel,https://www.agoda.com/ibeach-centre-hotel_2/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/920/9202734/9202734_19081011430079145181.jpg?s=1024x768,"Lê Lợi, Xuong Huan, Nha Trang, Vietnam, 650000",9.4,280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang85,Nha Trang,Dong Hai Hotel - Dang Tat Nha Trang,https://www.agoda.com/dong-hai-hotel-dang-tat-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=6,https://pix6.agoda.net/hotelImages/113/1135330/1135330_16011517180039172750.jpg?s=1024x768,"13/5 Dang Tat, Vinh Phuoc, Vinh Phuoc, Nha Trang, Vietnam",7.9,190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang86,Nha Trang,Swandor Cam Ranh Hotels & Resorts,https://www.agoda.com/swandor-cam-ranh-hotels-resorts/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix6.agoda.net/hotelImages/2334084/-1/353fb1217f29ca46bb94f4f7ce63fcc8.jpg?s=1024x768,"Plot D13, Km No 11, Nguyen Tat Thanh Boulevard, Cam Hai Dong, Nha Trang, Vietnam",8.1,4100719,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
NhaTrang102,Nha Trang,Mio Hotel Nha Trang,https://www.agoda.com/mio-hotel-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix6.agoda.net/hotelImages/181/1813003/1813003_17011923170050426226.jpg?s=1024x768,"100/12A Tran Phu, Loc Tho, Nha Trang, Vietnam, 625080",7.7,303030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang103,Nha Trang,An Nam hotel Nha Trang,https://www.agoda.com/an-nam-hotel-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix6.agoda.net/hotelImages/491/4916043/4916043_18042707320065094808.jpg?s=1024x768,"111/5/10 Hung Vuong ,Nha Trang, Loc Tho, Nha Trang, Vietnam, 650000",8.4,389610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang104,Nha Trang,White Sand Cam Ranh Hotel,https://www.agoda.com/white-sand-cam-ranh-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/2542128/-1/e527fce0a09a69cf32b515a8b31e3279.jpg?s=1024x768,"Thuy Trieu Hamlet, Cam Hai Dong Ward,, Cam Hai Dong, Nha Trang, Vietnam",7.8,545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang105,Nha Trang,Diamond Nhatrang Hotel,https://www.agoda.com/diamond-nhatrang-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=9,https://pix6.agoda.net/hotelImages/5861910/-1/b9f003fe278e68a0baf7fa5a685e659b.jpg?s=1024x768,"No 10 To Hien Thanh Street, Tan Lap, Nha Trang, Vietnam",8.1,745455,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NhaTrang106,Nha Trang,Rigel Hotel,https://www.agoda.com/rigel-hotel_2/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=1,https://pix6.agoda.net/hotelImages/273/2733498/2733498_17090817240056166778.jpg?s=1024x768,"86/4 Tran Phu Street, Vinh Truong, Nha Trang, Vietnam",9.1,735931,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NhaTrang107,Nha Trang,Aqua Seaview Hotel,https://www.agoda.com/aqua-seaview-hotel_2/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/6677562/-1/57ef07cdb608ee96c591e31232f39e8e.jpg?s=1024x768,"11D,TRAN PHU STREET,, Vinh Truong, Nha Trang, Vietnam",9.2,623377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang108,Nha Trang,Golden Sand Hotel Nha Trang,https://www.agoda.com/golden-sand-hotel-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/487/487437/487437_14031418210018707987.jpg?s=1024x768,"146/3 Hung Vuong street ( Quan Tran), Loc Tho, Nha Trang, Vietnam",7.6,519481,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang109,Nha Trang,Apus Inn Nha Trang,https://www.agoda.com/apus-inn-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=9,https://pix6.agoda.net/hotelImages/256/256085/256085_15062023420030118934.jpg?s=1024x768,"176/8 Hung Vuong Street, Loc Tho, Nha Trang, Vietnam",7.2,259740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang110,Nha Trang,Moonlight Hotel,https://www.agoda.com/moonlight-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix6.agoda.net/hotelImages/4997816/-1/476abd51712199a652e83553c9bd0170.jpg?s=1024x768,"So 5 Phạm Văn Đồng, Phuong Vinh Hai , TP Nha Trang, Vinh Hai, Nha Trang, Vietnam, 650000",7.7,290909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang111,Nha Trang,CTK GOLDEN HOTEL,https://www.agoda.com/ctk-golden-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/7181133/-1/de0985a78e42cbe277fdc40287a48b47.jpg?s=1024x768,"42/11 Da Tuong, Vinh Truong, Nha Trang, Vietnam",8.9,731602,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang112,Nha Trang,Blue Sun Hotel,https://www.agoda.com/blue-sun-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=6,https://pix5.agoda.net/hotelImages/280/280998/280998_15062215100030246339.jpg?s=1024x768,"3/8 Tran Quang Khai Street, Loc Tho, Nha Trang, Vietnam",8.2,181818,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang113,Nha Trang,Soho Hotel,https://www.agoda.com/soho-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=2,https://pix5.agoda.net/hotelImages/963672/-1/fa9bd350b82eabbefd5595687478a4aa.jpg?s=1024x768,"90 - 92 Tran Phu Street, Loc Tho, Nha Trang, Vietnam, 650000",8.0,616883,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
NhaTrang114,Nha Trang,Merlion Hotel,https://www.agoda.com/merlion-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=2,https://pix6.agoda.net/hotelImages/503/503285/503285_15061212000029370874.jpg?s=1024x768,"64B/7 Tran Phu Street,, Loc Tho, Nha Trang, Vietnam",7.5,190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang115,Nha Trang,Golden Time Hotel,https://www.agoda.com/golden-time-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=3,https://pix5.agoda.net/hotelImages/648/648793/648793_15081111090034022127.jpg?s=1024x768,"98B/C6A Tran Phu Street, Loc Tho Ward, Loc Tho, Nha Trang, Vietnam, 8458",7.2,415584,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang116,Nha Trang,Nha Trang Beach Hotel,https://www.agoda.com/nha-trang-beach-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/186/186991/186991_15053115580028113565.jpg?s=1024x768,"4 Tran Quang Khai Street, Loc Tho, Nha Trang, Vietnam",7.0,327273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang117,Nha Trang,Ten Dollars Hotel,https://www.agoda.com/ten-dollars-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/7450592/-1/b584819cdd5d830cdaf514a945a46dda.jpg?s=1024x768,"1B khu T2. Tue Tinh , Nha Trang , Khanh Hoa, Loc Tho, Nha Trang, Vietnam, 57106",9.2,595000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang118,Nha Trang,Vinpearl Condotel Empire Nha Trang,https://www.agoda.com/vinpearl-condotel-empire-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=5,https://pix6.agoda.net/hotelImages/4459783/-1/8a4b692a8df9cd181b25b7ecbf0fe042.jpg?s=1024x768,"44-46 Le Thanh Ton, Loc Tho, Nha Trang, Vietnam",8.7,2121212,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NhaTrang119,Nha Trang,InterContinental Nha Trang,https://www.agoda.com/intercontinental-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/7227724/0/6d65d63983153ff02b216723ba82ef31.jpg?s=1024x768,"32-34 Tran Phu Street, Loc Tho, Nha Trang, Vietnam",9.2,6068693,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0
NhaTrang120,Nha Trang,An Vista Hotel,https://www.agoda.com/an-vista-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix6.agoda.net/hotelImages/1131809/-1/c4d6d2b1bfd73ba1e76542e4587a78c0.jpg?s=1024x768,"96/12 Tran Phu Street, Loc Tho, Nha Trang, Vietnam",8.8,876623,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NhaTrang121,Nha Trang,Green Lighthouse Hotel,https://www.agoda.com/green-lighthouse-hotel/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1&tspTypes=9,https://pix5.agoda.net/hotelImages/161/1618995/1618995_17020815280050859239.jpg?s=1024x768,"17/15 Nguyen Thi Minh Khai Street, Loc Tho, Nha Trang, Vietnam",7.9,838961,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
NhaTrang122,Nha Trang,Vinpearl Discovery 1 Nha Trang,https://www.agoda.com/vinpearl-discovery-1-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/111/1110158/1110158_16031016300040657315.jpg?s=1024x768,"Hon Tre Island, Vinh Nguyen Ward, Hon Tre, Nha Trang, Vietnam",8.1,3809524,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
NhaTrang123,Nha Trang,Straw Hat,https://www.agoda.com/straw-hat/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix5.agoda.net/hotelImages/570/5709977/5709977_18083109520067763297.jpg?s=1024x768,"142 Nguyen Thien Thuat str, Tan Lap Ward, Loc Tho, Nha Trang, Vietnam, 650000",8.4,181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NhaTrang124,Nha Trang,ibis Styles Nha Trang,https://www.agoda.com/ibis-styles-nha-trang/hotel/nha-trang-vn.html?checkin=2019-09-21&los=1&adults=2&rooms=1&cid=-1&searchrequestid=12f5d032-3374-48ac-bbaa-60bff7908852&travellerType=1,https://pix6.agoda.net/hotelImages/2402683/-1/2a8c61c503574500635583e111323628.jpg?s=1024x768,"86 Hung Vuong Street, Loc Tho Ward, Nha Trang City, Loc Tho, Nha Trang, Vietnam, 650000",8.9,1054000,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
