id,city,name,link,img,address,rating,price,Poolside bar,Restaurants,Water sports (motorized),Garden,Private beach,Kids club,Bar,Family room,Babysitting service,Tennis court,Swimming pool [outdoor],Shops,Spa,Smoking area,Massage,Front desk [24-hour],Swimming pool [indoor],Sauna,Fitness center,Kitchen,Hot tub
DaNang48,Da Nang,Zen Diamond Suites,https://www.agoda.com/zen-diamond-suites/hotel/da-nang-vn.html?checkin=2019-09-20&los=1&adults=2&rooms=1&cid=-1&searchrequestid=a22e6198-a6fd-4c3b-a605-99d72ec4c46f&travellerType=1&tspTypes=5,https://pix6.agoda.net/hotelImages/2550968/-1/72c7a167ddc4b5c12f96fff240b800db.jpg?s=1024x768,"16 Ly Thuong Kiet st, Thach Thang Ward, Hai Chau District, Hai Chau, Da Nang, Vietnam",8.6,14463077,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
DaNang49,Da Nang,Zi Coffee & Hostel,https://www.agoda.com/zi-coffee-hostel_3/hotel/da-nang-vn.html?checkin=2019-09-20&los=1&adults=2&rooms=1&cid=-1&searchrequestid=a22e6198-a6fd-4c3b-a605-99d72ec4c46f&travellerType=1,https://pix6.agoda.net/hotelImages/413/4135932/4135932_18010814190060899076.jpg?s=1024x768,"41Li tu trong, Hai Chau, Da Nang, Vietnam, 550000",9.8,242424,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DaNang51,Da Nang,Fivitel Boutique Da Nang,https://www.agoda.com/fivitel-boutique-da-nang/hotel/da-nang-vn.html?checkin=2019-09-20&los=1&adults=2&rooms=1&cid=-1&searchrequestid=a22e6198-a6fd-4c3b-a605-99d72ec4c46f&travellerType=1,https://pix5.agoda.net/hotelImages/6383377/-1/b0c52fa0629e4becc3cb6903b8c520a7.jpg?s=1024x768,"202 Nguyen Chi Thanh, Phuoc Chau, Hai Chau, Hai Chau, Da Nang, Vietnam, 550000",9.3,4000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
DaNang52,Da Nang,Danang Capsule Hotel,https://www.agoda.com/danang-capsule-hotel/hotel/da-nang-vn.html?checkin=2019-09-20&los=1&adults=2&rooms=1&cid=-1&searchrequestid=a22e6198-a6fd-4c3b-a605-99d72ec4c46f&travellerType=1&tspTypes=1,https://pix6.agoda.net/hotelImages/4968928/-1/e18e69612934fa33efca79a0dd79db38.jpg?s=1024x768,"63 Le Minh Trung, An Hai Bac Ward, Son Tra District, Phuoc My, Da Nang, Vietnam, 55000",8.9,366695,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
DaNang53,Da Nang,Royal Charm Hotel,https://www.agoda.com/royal-charm-hotel/hotel/da-nang-vn.html?checkin=2019-09-20&los=1&adults=2&rooms=1&cid=-1&searchrequestid=a22e6198-a6fd-4c3b-a605-99d72ec4c46f&travellerType=1&tspTypes=3,https://pix6.agoda.net/hotelImages/216/2169070/2169070_17051912350053091908.jpg?s=1024x768,"46 Tran Bach Dang, Ngu Hanh Son, Phuoc My, Da Nang, Vietnam, 550000",8.2,766957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DaNang54,Da Nang,Animor Green Home,https://www.agoda.com/animor-green-home/hotel/da-nang-vn.html?checkin=2019-09-20&los=1&adults=2&rooms=1&cid=-1&searchrequestid=a22e6198-a6fd-4c3b-a605-99d72ec4c46f&travellerType=1,https://pix6.agoda.net/hotelImages/4911184/-1/35ff9fe7b085fcc77cdde1cbcea92540.jpg?s=1024x768,"Lô 47 Mỹ Khê 4, Sơn Trà, Phuoc My, Da Nang, Vietnam, 550000",8.6,1558442,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
DaNang55,Da Nang,Frangipani Boutique Hotel Da Nang,https://www.agoda.com/frangipani-boutique-hotel-da-nang/hotel/da-nang-vn.html?checkin=2019-09-20&los=1&adults=2&rooms=1&cid=-1&searchrequestid=a22e6198-a6fd-4c3b-a605-99d72ec4c46f&travellerType=1,https://pix5.agoda.net/hotelImages/569/569417/569417_14022714200018493383.jpg?s=1024x768,"08 Nguyen Huu Thong Sreet, Phuoc My, Da Nang, Vietnam",9.1,519481,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
DaNang56,Da Nang,Legacy Riverside Danang Hotel,https://www.agoda.com/legacy-riverside-danang-hotel/hotel/da-nang-vn.html?checkin=2019-09-20&los=1&adults=2&rooms=1&cid=-1&searchrequestid=a22e6198-a6fd-4c3b-a605-99d72ec4c46f&travellerType=1,https://pix5.agoda.net/hotelImages/260/2607788/2607788_17081617120055433357.jpg?s=1024x768,"347-349 Tran Hung Dao, Phuoc My, Da Nang, Vietnam, 5500",7.0,454545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DaNang57,Da Nang,Alibaba Hotel Da Nang,https://www.agoda.com/alibaba-hotel-da-nang/hotel/da-nang-vn.html?checkin=2019-09-20&los=1&adults=2&rooms=1&cid=-1&searchrequestid=a22e6198-a6fd-4c3b-a605-99d72ec4c46f&travellerType=1,https://pix6.agoda.net/hotelImages/4137531/-1/8e529bc08dbce33d2528899229360080.jpg?s=1024x768,"168 Ho Nghinh, Phuoc My, Da Nang, Vietnam, 550000",7.5,575758,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DaNang58,Da Nang,Tropical Da Nang Villa,https://www.agoda.com/tropical-da-nang-villa_2/hotel/da-nang-vn.html?checkin=2019-09-20&los=1&adults=2&rooms=1&cid=-1&searchrequestid=a22e6198-a6fd-4c3b-a605-99d72ec4c46f&travellerType=1&tspTypes=1,https://pix6.agoda.net/hotelImages/554/5547386/5547386_18080709310067321294.jpg?s=1024x768,"7 - An Thuong 37 - My An - Ngu Hanh Son, Phuoc My, Da Nang, Vietnam, 550000",8.9,375758,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
DaNang59,Da Nang,Richico Apartel Ocean,https://www.agoda.com/richico-apartel-ocean/hotel/da-nang-vn.html?checkin=2019-09-20&los=1&adults=2&rooms=1&cid=-1&searchrequestid=a22e6198-a6fd-4c3b-a605-99d72ec4c46f&travellerType=1,https://pix5.agoda.net/hotelImages/643/6438019/6438019_19011121410071236631.jpg?s=1024x768,"61-63 An Thuong 26, Phuoc My, Da Nang, Vietnam, 55000",7.5,432900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
DaNang61,Da Nang,Oc Tien Sa Hotel Danang,https://www.agoda.com/oc-tien-sa-hotel-danang/hotel/da-nang-vn.html?checkin=2019-09-20&los=1&adults=2&rooms=1&cid=-1&searchrequestid=a22e6198-a6fd-4c3b-a605-99d72ec4c46f&travellerType=1&tspTypes=9,https://pix6.agoda.net/hotelImages/463/463169/463169_15111515510037750922.jpg?s=1024x768,"163 Nguyen Hoang Street, Hai Chau, Da Nang, Vietnam",6.7,303030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
DaNang62,Da Nang,Laguna Park Homes Lang Co,https://www.agoda.com/laguna-park-homes-lang-co/hotel/da-nang-vn.html?checkin=2019-09-20&los=1&adults=2&rooms=1&cid=-1&searchrequestid=a22e6198-a6fd-4c3b-a605-99d72ec4c46f&travellerType=1,https://pix6.agoda.net/hotelImages/2061825/-1/9bdcb786634e0bd3c3ffb49fe6fe7f18.jpg?s=1024x768,"Loc Vinh Commune, Phu Loc District, Cu Du, Lang Co, Da Nang, Vietnam, 530000",8.4,4554113,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
DaNang64,Da Nang,Pulchra Resort Danang,https://www.agoda.com/pulchra-resort-danang/hotel/da-nang-vn.html?checkin=2019-09-20&los=1&adults=2&rooms=1&cid=-1&searchrequestid=a22e6198-a6fd-4c3b-a605-99d72ec4c46f&travellerType=1,https://pix5.agoda.net/hotelImages/535/535543/535543_17011511540050325821.jpg?s=1024x768,"Lot 22 Truong Sa Street, Hoa Hai Ward, Ngu Hanh Son District, Hoa Hai, Da Nang, Vietnam",8.1,9108225,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
DaNang65,Da Nang,Truong Tai,https://www.agoda.com/truong-tai/hotel/da-nang-vn.html?checkin=2019-09-20&los=1&adults=2&rooms=1&cid=-1&searchrequestid=a22e6198-a6fd-4c3b-a605-99d72ec4c46f&travellerType=1&tspTypes=2,https://pix5.agoda.net/hotelImages/908/908596/908596_15080617130033797375.jpg?s=1024x768,"12 Lam Hoanh, Son Tra District,, Phuoc My, Da Nang, Vietnam",8.2,300682,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
